зверьми	NOUN,anim,masc plur,ablt,Arch
деревьями	NOUN,inan,neut plur,ablt
лощинки	NOUN,inan,femn sing,gent
лощинки	NOUN,inan,femn plur,nomn
лощинки	NOUN,inan,femn plur,accs
тарана	NOUN,inan,masc sing,gent
тарана	NOUN,anim,femn,Name sing,nomn
воображаешь	VERB,impf,tran sing,2per,pres,indc
ломота	NOUN,inan,femn sing,nomn
короче	CONJ,Prnt
короче	NOUN,inan,femn,Sgtm,Geox sing,datv
короче	NOUN,inan,femn,Sgtm,Geox sing,loct
короче	COMP,Qual
внизу	ADVB
внизу	PREP
можем…	UNKN
завтра	ADVB
таскала	VERB,impf,tran femn,sing,past,indc
одеревенели	VERB,perf,intr plur,past,indc
сотен	NOUN,inan,femn plur,gent
цирка	NOUN,inan,masc sing,gent
созданий	NOUN,ANim,neut plur,gent
созданий	NOUN,ANim,neut plur,accs
нападения	NOUN,inan,neut sing,gent
нападения	NOUN,inan,neut plur,nomn
нападения	NOUN,inan,neut plur,accs
ненужной	ADJF,Qual femn,sing,gent
ненужной	ADJF,Qual femn,sing,datv
ненужной	ADJF,Qual femn,sing,ablt
ненужной	ADJF,Qual femn,sing,loct
мерно	ADVB
мерно	ADJS,Qual neut,sing
мышцы	NOUN,inan,femn sing,gent
мышцы	NOUN,inan,femn plur,nomn
мышцы	NOUN,inan,femn plur,accs
позволите	VERB,perf,tran plur,2per,futr,indc
меня	NPRO,1per sing,accs
меня	NPRO,1per sing,gent
острову	NOUN,inan,masc sing,datv
узнай	VERB,perf,tran sing,impr,excl
великолепный	ADJF,Qual masc,sing,nomn
великолепный	ADJF,Qual inan,masc,sing,accs
торопился	VERB,impf,intr masc,sing,past,indc
ступню	NOUN,inan,femn sing,accs
узнаю	VERB,impf,tran sing,1per,pres,indc
узнаю	VERB,perf,tran sing,1per,futr,indc
видения	NOUN,inan,neut sing,gent
видения	NOUN,inan,neut plur,nomn
видения	NOUN,inan,neut plur,accs
рюмочки	NOUN,inan,femn sing,gent
рюмочки	NOUN,inan,femn plur,nomn
рюмочки	NOUN,inan,femn plur,accs
наслать	INFN,perf,tran
восхитительным	ADJF,Qual masc,sing,ablt
восхитительным	ADJF,Qual neut,sing,ablt
восхитительным	ADJF,Qual plur,datv
коснулись	VERB,perf,intr plur,past,indc
успокойся	VERB,perf,intr sing,impr,excl
характером	NOUN,inan,masc sing,ablt
рты	NOUN,anim,masc plur,nomn
рты	NOUN,inan,masc plur,nomn
рты	NOUN,inan,masc plur,accs
рыцари	NOUN,anim,masc plur,nomn
запертые	PRTF,perf,tran,past,pssv plur,nomn
запертые	PRTF,perf,tran,past,pssv inan,plur,accs
прерываемое	PRTF,impf,tran,pres,pssv neut,sing,nomn
прерываемое	PRTF,impf,tran,pres,pssv neut,sing,accs
следующая	ADJF femn,sing,nomn
следующая	PRTF,impf,intr,pres,actv femn,sing,nomn
высшем	ADJF,Supr,Qual masc,sing,loct
высшем	ADJF,Supr,Qual neut,sing,loct
берегитесь	VERB,impf,intr plur,impr,excl
расправлялись	VERB,impf,intr plur,past,indc
старик	NOUN,anim,masc sing,nomn
пахнет?	UNKN
сколько	CONJ
сколько	NUMR nomn
сколько	NUMR inan,accs
боретесь	VERB,impf,intr plur,2per,pres,indc
тягчайшее	ADJF,Supr,Qual neut,sing,nomn
тягчайшее	ADJF,Supr,Qual neut,sing,accs
сыры	ADJS,Qual plur
сыры	NOUN,inan,masc plur,nomn
сыры	NOUN,inan,masc plur,accs
скучать	INFN,impf,intr
осветилась	VERB,perf,intr femn,sing,past,indc
укрыла	VERB,perf,tran femn,sing,past,indc
припал	VERB,perf,intr masc,sing,past,indc
привидения	NOUN,anim,neut,Inmx plur,nomn
привидения	NOUN,anim,neut,Inmx plur,accs,inan
привидения	NOUN,anim,neut,Inmx sing,gent
тьма	NOUN,inan,femn sing,nomn
участок	NOUN,inan,masc sing,nomn
участок	NOUN,inan,masc sing,accs
книжке	NOUN,inan,femn sing,loct
книжке	NOUN,inan,femn sing,datv
юго-западный	ADJF masc,sing,nomn
юго-западный	ADJF inan,masc,sing,accs
никабрик	NOUN,anim,masc,Name sing,nomn
никабрик	NOUN,anim,femn,Sgtm,Fixd sing,nomn
никабрик	NOUN,anim,femn,Sgtm,Fixd sing,gent
никабрик	NOUN,anim,femn,Sgtm,Fixd sing,datv
никабрик	NOUN,anim,femn,Sgtm,Fixd sing,accs
никабрик	NOUN,anim,femn,Sgtm,Fixd sing,ablt
никабрик	NOUN,anim,femn,Sgtm,Fixd sing,loct
никабрик	NOUN,anim,femn,Name plur,gent
никабрик	NOUN,anim,femn,Name plur,accs
никабрик	NOUN,inan,femn plur,gent
изваяние	NOUN,inan,neut sing,nomn
изваяние	NOUN,inan,neut sing,accs
царевичу	NOUN,anim,masc sing,datv
стелющийся	ADJF masc,sing,nomn
стелющийся	ADJF inan,masc,sing,accs
стелющийся	PRTF,impf,intr,pres,actv masc,sing,nomn
стелющийся	PRTF,impf,intr,pres,actv inan,masc,sing,accs
счастлив	ADJS,Qual masc,sing
к	PREP
к	ADVB,Ques Abbr
к	NOUN,inan,masc,Fixd,Abbr sing,nomn
к	NOUN,inan,masc,Fixd,Abbr sing,gent
к	NOUN,inan,masc,Fixd,Abbr sing,datv
к	NOUN,inan,masc,Fixd,Abbr sing,accs
к	NOUN,inan,masc,Fixd,Abbr sing,ablt
к	NOUN,inan,masc,Fixd,Abbr sing,loct
к	NOUN,inan,masc,Fixd,Abbr plur,nomn
к	NOUN,inan,masc,Fixd,Abbr plur,gent
к	NOUN,inan,masc,Fixd,Abbr plur,datv
к	NOUN,inan,masc,Fixd,Abbr plur,accs
к	NOUN,inan,masc,Fixd,Abbr plur,ablt
к	NOUN,inan,masc,Fixd,Abbr plur,loct
к	NOUN,anim,masc,Sgtm,Name,Fixd,Abbr,Init sing,nomn
к	NOUN,anim,masc,Sgtm,Name,Fixd,Abbr,Init sing,gent
к	NOUN,anim,masc,Sgtm,Name,Fixd,Abbr,Init sing,datv
к	NOUN,anim,masc,Sgtm,Name,Fixd,Abbr,Init sing,accs
к	NOUN,anim,masc,Sgtm,Name,Fixd,Abbr,Init sing,ablt
к	NOUN,anim,masc,Sgtm,Name,Fixd,Abbr,Init sing,loct
к	NOUN,anim,femn,Sgtm,Name,Fixd,Abbr,Init sing,nomn
к	NOUN,anim,femn,Sgtm,Name,Fixd,Abbr,Init sing,gent
к	NOUN,anim,femn,Sgtm,Name,Fixd,Abbr,Init sing,datv
к	NOUN,anim,femn,Sgtm,Name,Fixd,Abbr,Init sing,accs
к	NOUN,anim,femn,Sgtm,Name,Fixd,Abbr,Init sing,ablt
к	NOUN,anim,femn,Sgtm,Name,Fixd,Abbr,Init sing,loct
к	NOUN,anim,masc,Sgtm,Patr,Fixd,Abbr,Init sing,nomn
к	NOUN,anim,masc,Sgtm,Patr,Fixd,Abbr,Init sing,gent
к	NOUN,anim,masc,Sgtm,Patr,Fixd,Abbr,Init sing,datv
к	NOUN,anim,masc,Sgtm,Patr,Fixd,Abbr,Init sing,accs
к	NOUN,anim,masc,Sgtm,Patr,Fixd,Abbr,Init sing,ablt
к	NOUN,anim,masc,Sgtm,Patr,Fixd,Abbr,Init sing,loct
к	NOUN,anim,femn,Sgtm,Patr,Fixd,Abbr,Init sing,nomn
к	NOUN,anim,femn,Sgtm,Patr,Fixd,Abbr,Init sing,gent
к	NOUN,anim,femn,Sgtm,Patr,Fixd,Abbr,Init sing,datv
к	NOUN,anim,femn,Sgtm,Patr,Fixd,Abbr,Init sing,accs
к	NOUN,anim,femn,Sgtm,Patr,Fixd,Abbr,Init sing,ablt
к	NOUN,anim,femn,Sgtm,Patr,Fixd,Abbr,Init sing,loct
стояло	ADJS neut,sing
стояло	VERB,impf,intr neut,sing,past,indc
поравнявшись	GRND,perf,intr past,V-sh
местечко	NOUN,inan,neut sing,nomn
местечко	NOUN,inan,neut sing,accs
тысячью	NOUN,inan,femn sing,ablt,Infr
тучами	NOUN,inan,femn plur,ablt
возьмём	VERB,perf,tran plur,1per,futr,indc
возьмём	VERB,perf,tran sing,impr,incl
дворике	NOUN,inan,masc sing,loct
дудочек	NOUN,inan,femn plur,gent
раскачивались	VERB,impf,intr plur,past,indc
учёных	ADJF,Qual plur,gent
учёных	ADJF,Qual anim,plur,accs
учёных	ADJF,Qual plur,loct
учёных	NOUN,anim,masc plur,gent
учёных	NOUN,anim,masc plur,accs
учёных	NOUN,anim,masc plur,loct
о-о	PREP
о-о	INTJ
о-о	PREP
о-о	INTJ
беспокоить	INFN,impf,tran
выспался	VERB,perf,intr masc,sing,past,indc
светлостью	NOUN,inan,femn sing,ablt
поднимающуюся	PRTF,impf,intr,pres,actv femn,sing,accs
прекрасная	ADJF,Qual femn,sing,nomn
юноша	NOUN,anim,masc sing,nomn
сосал	VERB,impf,tran masc,sing,past,indc
сметлив	ADJS,Qual masc,sing
колышки	NOUN,inan,masc plur,nomn
колышки	NOUN,inan,masc plur,accs
каспианову	NOUN,anim,masc,Sgtm,Surn sing,datv
каспианову	NOUN,anim,femn,Sgtm,Surn sing,accs
каспианову	ADJF,Poss masc,sing,datv
каспианову	ADJF,Poss femn,sing,accs
каспианову	ADJF,Poss neut,sing,datv
пронзительное	ADJF,Qual neut,sing,nomn
пронзительное	ADJF,Qual neut,sing,accs
залитой	PRTF,perf,tran,past,pssv femn,sing,gent
залитой	PRTF,perf,tran,past,pssv femn,sing,datv
залитой	PRTF,perf,tran,past,pssv femn,sing,ablt
залитой	PRTF,perf,tran,past,pssv femn,sing,loct
подписано	PRTS,perf,past,pssv neut,sing
осевшая	PRTF,perf,intr,past,actv femn,sing,nomn
ища	GRND,impf,tran pres
мимо	ADVB
мимо	PREP
палых	ADJF plur,gent
палых	ADJF anim,plur,accs
палых	ADJF plur,loct
четверых	NUMR,Coll gent
четверых	NUMR,Coll anim,accs
четверых	NUMR,Coll loct
ранец	NOUN,inan,masc sing,nomn
ранец	NOUN,inan,masc sing,accs
валежник	NOUN,inan,masc sing,nomn
валежник	NOUN,inan,masc sing,accs
неправду	NOUN,inan,femn sing,accs
сочной	ADJF,Qual femn,sing,gent
сочной	ADJF,Qual femn,sing,datv
сочной	ADJF,Qual femn,sing,ablt
сочной	ADJF,Qual femn,sing,loct
шрибла	VERB,perf,tran femn,sing,past,indc
шрибла	NOUN,inan,femn,Sgtm,Geox sing,nomn
шрибла	NOUN,anim,femn,Name sing,nomn
шрибла	ADJS femn,sing
бумажной	ADJF,Qual femn,sing,gent
бумажной	ADJF,Qual femn,sing,datv
бумажной	ADJF,Qual femn,sing,ablt
бумажной	ADJF,Qual femn,sing,loct
кормовые	ADJF plur,nomn
кормовые	ADJF inan,plur,accs
пожимал	VERB,impf,tran masc,sing,past,indc
знак	NOUN,inan,masc sing,nomn
знак	NOUN,inan,masc sing,accs
севернее	COMP,Qual
луки	NOUN,inan,femn sing,gent
луки	NOUN,inan,femn plur,nomn
луки	NOUN,inan,femn plur,accs
луки	NOUN,inan,masc plur,nomn
луки	NOUN,inan,masc plur,accs
луки	NOUN,anim,masc,Sgtm,Name sing,gent
хороводе	NOUN,inan,masc sing,loct
уберите	VERB,perf,tran plur,impr,excl
привидение	NOUN,anim,neut,Inmx sing,nomn
привидение	NOUN,anim,neut,Inmx sing,accs
просветлённый	ADJF masc,sing,nomn
просветлённый	ADJF inan,masc,sing,accs
просветлённый	PRTF,perf,tran,past,pssv masc,sing,nomn
просветлённый	PRTF,perf,tran,past,pssv inan,masc,sing,accs
использовать	INFN,perf,tran
использовать	INFN,impf,tran
нельзя…	UNKN
расчистилось	VERB,perf,intr neut,sing,past,indc
поднесли	VERB,perf,tran plur,past,indc
перебивать	INFN,impf,tran
расположение	NOUN,inan,neut sing,nomn
расположение	NOUN,inan,neut sing,accs
кошки	NOUN,inan,femn sing,gent
кошки	NOUN,inan,femn plur,nomn
кошки	NOUN,inan,femn plur,accs
кошки	NOUN,anim,femn sing,gent
кошки	NOUN,anim,femn plur,nomn
светло-алые	ADJF,Qual plur,nomn
светло-алые	ADJF,Qual inan,plur,accs
долина	NOUN,inan,femn sing,nomn
подобный	ADJF,Subx,Qual masc,sing,nomn
подобный	ADJF,Subx,Qual inan,masc,sing,accs
мёртвых	NOUN,anim,masc plur,gent
мёртвых	NOUN,anim,masc plur,accs
мёртвых	NOUN,anim,masc plur,loct
мёртвых	ADJF,Qual plur,gent
мёртвых	ADJF,Qual anim,plur,accs
мёртвых	ADJF,Qual plur,loct
полусон	NOUN,inan,masc sing,nomn
полусон	NOUN,inan,masc sing,accs
гребцами	NOUN,anim,masc plur,ablt
насчёт	PREP
окружены	PRTS,perf,past,pssv plur
браун	NOUN,anim,masc,Sgtm,Surn sing,nomn
браун	NOUN,anim,femn,Sgtm,Fixd,Surn sing,nomn
браун	NOUN,anim,femn,Sgtm,Fixd,Surn sing,gent
браун	NOUN,anim,femn,Sgtm,Fixd,Surn sing,datv
браун	NOUN,anim,femn,Sgtm,Fixd,Surn sing,accs
браун	NOUN,anim,femn,Sgtm,Fixd,Surn sing,ablt
браун	NOUN,anim,femn,Sgtm,Fixd,Surn sing,loct
эксперимент	NOUN,inan,masc sing,nomn
эксперимент	NOUN,inan,masc sing,accs
тираны	NOUN,inan,femn,Sgtm,Geox sing,gent
тираны	NOUN,anim,masc plur,nomn
ягодами	NOUN,inan,femn plur,ablt
многие	NPRO plur,nomn
многие	ADJF,Apro plur,nomn
многие	ADJF,Apro inan,plur,accs
предупредил	VERB,perf,tran masc,sing,past,indc
могущества	NOUN,inan,neut sing,gent
могущества	NOUN,inan,neut plur,nomn
могущества	NOUN,inan,neut plur,accs
львиного	ADJF,Qual masc,sing,gent
львиного	ADJF,Qual anim,masc,sing,accs
львиного	ADJF,Qual neut,sing,gent
дойдёт	VERB,perf,intr sing,3per,futr,indc
ступенькам	NOUN,inan,femn plur,datv
пурпур	NOUN,inan,masc sing,nomn
пурпур	NOUN,inan,masc sing,accs
пурпур	NOUN,inan,femn plur,gent
помилуйте	VERB,perf,tran plur,impr,excl
бальзам	NOUN,inan,masc sing,nomn
бальзам	NOUN,inan,masc sing,accs
бальзам	NOUN,inan,femn plur,datv
подкашивались	VERB,impf,intr plur,past,indc
довольный	ADJF,Qual masc,sing,nomn
довольный	ADJF,Qual inan,masc,sing,accs
испытаний	NOUN,inan,neut plur,gent
сгоняйте	VERB,impf,tran plur,impr,excl
наглухо	ADVB
безголовыми	ADJF,Qual plur,ablt
саду	NOUN,inan,masc sing,loc2
саду	NOUN,inan,masc sing,datv
полями	NOUN,inan,neut plur,ablt
полями	NOUN,anim,masc,Name plur,ablt
полями	NOUN,anim,femn,Name plur,ablt
курса	NOUN,inan,masc sing,gent
умерла	VERB,perf,intr femn,sing,past,indc
шелохнулся	VERB,perf,intr masc,sing,past,indc
орлы	NOUN,anim,masc plur,nomn
зрителя	NOUN,anim,masc sing,gent
зрителя	NOUN,anim,masc sing,accs
гибельные	ADJF,Qual plur,nomn
гибельные	ADJF,Qual inan,plur,accs
дриниана	NOUN,inan,femn sing,nomn
дриниана	NOUN,anim,femn,Name sing,nomn
течь	NOUN,inan,femn sing,nomn
течь	NOUN,inan,femn sing,accs
течь	INFN,impf,intr
стелясь	GRND,impf,intr pres
стелясь	GRND,impf,intr pres
осветят	VERB,perf,tran plur,3per,futr,indc
горячо	ADVB,Prdx
горячо	ADJS,Qual neut,sing
несли	VERB,impf,tran plur,past,indc
уважаемого	ADJF,Qual masc,sing,gent
уважаемого	ADJF,Qual anim,masc,sing,accs
уважаемого	ADJF,Qual neut,sing,gent
захочешь	VERB,perf,tran sing,2per,futr,indc
такой	ADJF,Apro femn,sing,gent
такой	ADJF,Apro inan,masc,sing,accs
такой	ADJF,Apro masc,sing,nomn
такой	ADJF,Apro femn,sing,ablt
такой	ADJF,Apro femn,sing,datv
такой	ADJF,Apro femn,sing,loct
солонка	NOUN,inan,femn sing,nomn
вереску	NOUN,inan,masc sing,gen2
вереску	NOUN,inan,masc sing,datv
ради…	UNKN
шуметь	INFN,impf,intr
осел	VERB,perf,intr masc,sing,past,indc
осёл	NOUN,anim,masc sing,nomn
отважны	ADJS,Qual plur
четвереньках	NOUN,inan,GNdr,Pltm plur,loct
кинула	VERB,perf,tran femn,sing,past,indc
стражник	NOUN,anim,masc sing,nomn
отломи	VERB,perf,tran sing,impr,excl
густая	ADJF,Qual femn,sing,nomn
лабиринте	NOUN,inan,masc sing,loct
верности	NOUN,inan,femn sing,gent
верности	NOUN,inan,femn sing,datv
верности	NOUN,inan,femn sing,loct
верности	NOUN,inan,femn plur,nomn
верности	NOUN,inan,femn plur,accs
шахматы	NOUN,inan,GNdr,Pltm plur,nomn
шахматы	NOUN,inan,GNdr,Pltm plur,accs
озерцу	NOUN,inan,neut sing,datv
чертов	ADJS masc,sing
чёртов	ADJF,Poss masc,sing,nomn
чёртов	ADJF,Poss inan,masc,sing,accs
песком	NOUN,inan,masc sing,ablt
острым	ADJF,Qual masc,sing,ablt
острым	ADJF,Qual neut,sing,ablt
острым	ADJF,Qual plur,datv
будешь	VERB,impf,intr sing,2per,futr,indc
поговорят	VERB,perf,intr plur,3per,futr,indc
будут	VERB,impf,intr plur,3per,futr,indc
перелиться	INFN,perf,intr
утёсы	NOUN,inan,masc plur,nomn
утёсы	NOUN,inan,masc plur,accs
заметно	ADVB,Prdx
заметно	ADJS,Qual neut,sing
отдыха?	UNKN
отсутствии	NOUN,inan,neut sing,loct
муравьев	NOUN,anim,masc,Sgtm,Surn sing,nomn
муравьёв	NOUN,anim,masc plur,gent
муравьёв	NOUN,anim,masc plur,accs
отдаю	VERB,impf,tran sing,1per,pres,indc
проследи	VERB,perf,tran sing,impr,excl
меня…	UNKN
зареветь	INFN,perf,intr
картинки	NOUN,inan,femn sing,gent
картинки	NOUN,inan,femn plur,nomn
картинки	NOUN,inan,femn plur,accs
идут	VERB,impf,intr plur,3per,pres,indc
настежь	ADVB
простая	ADJF,Qual femn,sing,nomn
расцеловал	VERB,perf,tran masc,sing,past,indc
нынешних	ADJF plur,gent
нынешних	ADJF plur,loct
нынешних	ADJF anim,plur,accs
короткую	ADJF,Qual femn,sing,accs
лесное	ADJF neut,sing,nomn
лесное	ADJF neut,sing,accs
вырывался	VERB,impf,intr masc,sing,past,indc
таять	INFN,impf,intr
лужаек	NOUN,inan,femn plur,gent
прикончили	VERB,perf,tran plur,past,indc
уснёт	VERB,perf,intr sing,3per,futr,indc
порезали	VERB,perf,tran plur,past,indc
диковинный	ADJF,Qual masc,sing,nomn
диковинный	ADJF,Qual inan,masc,sing,accs
музей	NOUN,inan,masc sing,nomn
музей	NOUN,inan,masc sing,accs
двести	NUMR nomn
двести	NUMR accs
зеркальном	ADJF,Qual neut,sing,loct
зеркальном	ADJF,Qual masc,sing,loct
семейств	NOUN,inan,neut plur,gent
куклах	NOUN,anim,femn,Inmx plur,loct
подбирая	GRND,impf,tran pres
давит	VERB,impf,tran sing,3per,pres,indc
свободными	ADJF,Qual plur,ablt
шастой	NOUN,anim,femn,Name sing,ablt
шастой	VERB,impf,intr sing,impr,excl
шастой	VERB,impf,tran sing,impr,excl
шастой	NOUN,inan,masc sing,nomn
шастой	NOUN,inan,masc sing,accs
шастой	ADJF,Qual femn,sing,gent
шастой	ADJF,Qual femn,sing,datv
шастой	ADJF,Qual femn,sing,ablt
шастой	ADJF,Qual femn,sing,loct
шастой	NOUN,inan,femn sing,ablt
вылез	VERB,perf,intr masc,sing,past,indc
вылез	VERB,perf,intr masc,sing,past,indc
приключением	NOUN,inan,neut sing,ablt
ручейков	NOUN,inan,masc plur,gent
промычал	VERB,perf,intr masc,sing,past,indc
поры	NOUN,inan,femn sing,gent
поры	NOUN,inan,femn plur,nomn
поры	NOUN,inan,femn plur,accs
выражает	VERB,impf,tran sing,3per,pres,indc
джой	NOUN,anim,masc,Sgtm,Surn sing,ablt
джой	NOUN,anim,femn,Sgtm,Surn sing,ablt
джой	NOUN,inan,femn sing,ablt
подождали	VERB,perf,tran plur,past,indc
кентавра	NOUN,anim,masc sing,gent
кентавра	NOUN,anim,masc sing,accs
мёртвого	NOUN,anim,masc sing,gent
мёртвого	NOUN,anim,masc sing,accs
мёртвого	ADJF,Qual masc,sing,gent
мёртвого	ADJF,Qual anim,masc,sing,accs
мёртвого	ADJF,Qual neut,sing,gent
приглашая	GRND,impf,tran pres
бича	NOUN,inan,masc sing,gent
бича	NOUN,anim,masc sing,gent
бича	NOUN,anim,masc sing,accs
изукрашенные	PRTF,perf,tran,past,pssv plur,nomn
изукрашенные	PRTF,perf,tran,past,pssv inan,plur,accs
чья-то	ADJF,Apro femn,sing,nomn
усомнился	VERB,perf,intr masc,sing,past,indc
взгляните	VERB,perf,intr plur,impr,excl
крикам	NOUN,inan,masc plur,datv
поскрипывание	NOUN,inan,neut sing,nomn
поскрипывание	NOUN,inan,neut sing,accs
войдите!	UNKN
обратились	VERB,perf,intr plur,past,indc
истинные	ADJF,Qual plur,nomn
истинные	ADJF,Qual inan,plur,accs
спрашивается	VERB,impf,intr sing,3per,pres,indc
кони	NOUN,anim,masc plur,nomn
профессора	NOUN,anim,masc plur,nomn
профессора	NOUN,anim,masc sing,gent
профессора	NOUN,anim,masc sing,accs
призывает	VERB,impf,tran sing,3per,pres,indc
армия	NOUN,inan,femn sing,nomn
обрадован	PRTS,perf,past,pssv masc,sing
раздувая	GRND,impf,tran pres
пробормотали	VERB,perf,tran plur,past,indc
малюсеньким	ADJF masc,sing,ablt
малюсеньким	ADJF neut,sing,ablt
малюсеньким	ADJF plur,datv
снизу	ADVB
снизу	PREP
страшновато	ADJS neut,sing
страшновато	ADVB,Prdx
пройти	INFN,perf,tran
романы	NOUN,anim,masc,Name plur,nomn
романы	NOUN,anim,GNdr,Ms-f,Pltm,Surn plur,nomn
романы	NOUN,inan,masc plur,nomn
романы	NOUN,inan,masc plur,accs
романы	NOUN,anim,femn,Name sing,gent
романы	NOUN,anim,femn,Name plur,nomn
интереснее	COMP,Qual
центре	NOUN,inan,masc sing,loct
наверно	ADVB
наверно	CONJ,Prnt
стоял…	UNKN
знает	VERB,impf,tran sing,3per,pres,indc
поглядите	VERB,perf,tran plur,2per,futr,indc
поглядите	VERB,perf,tran plur,impr,excl
пустили	VERB,perf,tran plur,past,indc
могучей	ADJF,Qual femn,sing,gent
могучей	ADJF,Qual femn,sing,datv
могучей	ADJF,Qual femn,sing,ablt
могучей	ADJF,Qual femn,sing,loct
могучей	COMP,Qual V-ej
бородой	NOUN,inan,femn sing,ablt
слабел	VERB,impf,intr masc,sing,past,indc
шоколад	NOUN,inan,masc sing,nomn
шоколад	NOUN,inan,masc sing,accs
одному	ADJF,Apro masc,sing,datv
одному	ADJF,Apro neut,sing,datv
последняя	ADJF femn,sing,nomn
огню	NOUN,inan,masc sing,datv
воображении	NOUN,inan,neut sing,loct
горделиво	ADVB
горделиво	ADJS,Qual neut,sing
морском	ADJF masc,sing,loct
морском	ADJF neut,sing,loct
беречь	INFN,impf,tran
иное	ADJF,Apro neut,sing,nomn
иное	ADJF,Apro neut,sing,accs
бородами	NOUN,inan,femn plur,ablt
капитану	NOUN,anim,masc sing,datv
дыма	NOUN,inan,masc sing,gent
обходиться	INFN,impf,intr
товарищам	NOUN,anim,masc plur,datv
туманом	NOUN,inan,masc sing,ablt
прикинув	GRND,perf,tran past
мохнатого	ADJF,Qual masc,sing,gent
мохнатого	ADJF,Qual anim,masc,sing,accs
мохнатого	ADJF,Qual neut,sing,gent
право	NOUN,inan,neut sing,nomn
право	NOUN,inan,neut sing,accs
право	CONJ,Prnt
право	ADJS,Qual neut,sing
живому	NOUN,anim,masc sing,datv
живому	ADJF,Qual masc,sing,datv
живому	ADJF,Qual neut,sing,datv
обрывки	NOUN,inan,masc plur,nomn
обрывки	NOUN,inan,masc plur,accs
окончательного	ADJF neut,sing,gent
окончательного	ADJF masc,sing,gent
окончательного	ADJF anim,masc,sing,accs
неясным	ADJF masc,sing,ablt
неясным	ADJF neut,sing,ablt
неясным	ADJF plur,datv
обижайся	VERB,impf,intr sing,impr,excl
весточка	NOUN,inan,femn sing,nomn
матросу	NOUN,anim,masc sing,datv
любви	NOUN,inan,femn sing,loct
любви	NOUN,inan,femn sing,gent
любви	NOUN,inan,femn sing,datv
любви	NOUN,inan,femn plur,nomn
любви	NOUN,inan,femn plur,accs
прожектора	NOUN,inan,masc sing,gent
прожектора	NOUN,inan,masc plur,nomn,Infr
прожектора	NOUN,inan,masc plur,accs,Infr
лучшего	ADJF,Supr,Qual neut,sing,gent
лучшего	ADJF,Supr,Qual masc,sing,gent
лучшего	ADJF,Supr,Qual anim,masc,sing,accs
сковало	VERB,perf,tran neut,sing,past,indc
монетка	NOUN,inan,femn sing,nomn
стекла	NOUN,inan,neut sing,gent
стекла	VERB,perf,intr femn,sing,past,indc
стёкла	NOUN,inan,neut plur,nomn
стёкла	NOUN,inan,neut plur,accs
позади	ADVB
позади	PREP
закрывались	VERB,impf,intr plur,past,indc
присвистнул	VERB,perf,intr masc,sing,past,indc
более	ADVB
жёстко	ADVB
жёстко	ADJS,Qual neut,sing
приносить	INFN,impf,tran
встроенному	PRTF,perf,tran,past,pssv,Adjx masc,sing,datv
встроенному	PRTF,perf,tran,past,pssv,Adjx neut,sing,datv
востоке	NOUN,inan,masc sing,loct
востоке	NOUN,inan,masc,Geox sing,loct
умчался	VERB,perf,intr masc,sing,past,indc
зверьков	NOUN,anim,masc plur,gent
зверьков	NOUN,anim,masc plur,accs
испейте	VERB,perf,tran plur,impr,excl
дерево-то	NOUN,inan,neut sing,nomn
дерево-то	NOUN,inan,neut sing,accs
гномий	NOUN,anim,femn,Name plur,gent
гномий	NOUN,anim,femn,Name plur,accs
гномий	NOUN,inan,femn plur,gent
олени	NOUN,anim,masc plur,nomn
чистокровных	ADJF plur,gent
чистокровных	ADJF anim,plur,accs
чистокровных	ADJF plur,loct
уйдет…	UNKN
поразительный	ADJF,Qual masc,sing,nomn
поразительный	ADJF,Qual inan,masc,sing,accs
завтрашнего	ADJF masc,sing,gent
завтрашнего	ADJF anim,masc,sing,accs
завтрашнего	ADJF neut,sing,gent
фавнами	NOUN,anim,masc plur,ablt
обморока	NOUN,inan,masc sing,gent
убегающая	PRTF,impf,intr,pres,actv femn,sing,nomn
гордостью	NOUN,inan,femn sing,ablt
дриады	NOUN,anim,femn sing,gent
дриады	NOUN,anim,femn plur,nomn
дальше	COMP,Qual
успеха	NOUN,inan,masc sing,gent
разрезала	VERB,impf,tran femn,sing,past,indc
разрезала	VERB,perf,tran femn,sing,past,indc
миг-другой	ADJF,Apro,Subx femn,sing,gent
миг-другой	ADJF,Apro,Subx femn,sing,ablt
миг-другой	ADJF,Apro,Subx masc,sing,nomn
миг-другой	ADJF,Apro,Subx inan,masc,sing,accs
миг-другой	ADJF,Apro,Subx femn,sing,loct
миг-другой	ADJF,Apro,Subx femn,sing,datv
безгрешность	NOUN,inan,femn sing,nomn
безгрешность	NOUN,inan,femn sing,accs
село	VERB,perf,intr neut,sing,past,indc
село	NOUN,inan,neut sing,nomn
село	NOUN,inan,neut sing,accs
сработают	VERB,perf,intr plur,3per,futr,indc
сработают	VERB,perf,tran plur,3per,futr,indc
чайник	NOUN,inan,masc sing,nomn
чайник	NOUN,inan,masc sing,accs
ты-то	NPRO,2per sing,nomn
убедил	VERB,perf,tran masc,sing,past,indc
да	PRCL
да	CONJ
да	INTJ
загорелись	VERB,perf,intr plur,past,indc
приключения	NOUN,inan,neut sing,gent
приключения	NOUN,inan,neut plur,nomn
приключения	NOUN,inan,neut plur,accs
небу	NOUN,inan,neut sing,datv
любезные	ADJF,Qual plur,nomn
любезные	ADJF,Qual inan,plur,accs
совета	NOUN,inan,masc sing,gent
